Credibility Code,Sample Size Code,Precision Code,Abundance Code,Significance,AOU,Region,Species,Region Name,Model,N Routes,Trend,2.5%CI,97.5%CI,Relative Abundance
R,R,,Y,,4510,SUR,Sulphur-bellied Flycatcher,Survey-wide,Dh,3,0,-2.965,2.415,0.187
R,R,,Y,,4510,US1,Sulphur-bellied Flycatcher,United States (core),Dh,3,0,-2.965,2.415,0.187
R,R,,Y,,4510,SU1,Sulphur-bellied Flycatcher,Survey-wide (core),Dh,3,0,-2.965,2.415,0.187
Y,Y,Y,Y,1,4461,S21,Couch's Kingbird,Oaks and Prairies,Dh,6,9.869,5.517,14.941,0.161
R,R,R,R,,4461,S35,Couch's Kingbird,Chihuahuan Desert,Dh,4,2.264,-5.029,10.65,0.027
Y,,Y,,1,4461,S36,Couch's Kingbird,Tamaulipan Brushlands,Dh,26,4.679,1.67,7.779,14.264
Y,Y,Y,,,4461,S37,Couch's Kingbird,Gulf Coastal Prairie,Dh,9,4.133,-0.122,8.546,1.417
,,,,1,4461,TEX,Couch's Kingbird,Texas,Dh,45,4.874,2.269,7.562,2.995
,,,,1,4461,US,Couch's Kingbird,United States,Dh,45,4.874,2.269,7.562,2.995
,,,,1,4461,SUR,Couch's Kingbird,Survey-wide,Dh,45,4.874,2.269,7.562,2.995
,,,,1,4461,US1,Couch's Kingbird,United States (core),Dh,45,4.874,2.269,7.562,2.995
,,,,1,4461,SU1,Couch's Kingbird,Survey-wide (core),Dh,45,4.874,2.269,7.562,2.995
,,,,1,4480,S16,Cassin's Kingbird,Southern Rockies/Colorado Plateau,Dh,84,1.2,0.075,2.255,7.305
Y,Y,Y,Y,,4480,S17,Cassin's Kingbird,Badlands and Prairies,Dh,13,0.933,-2.159,5.84,0.152
,,,,1,4480,S18,Cassin's Kingbird,Shortgrass Prairie,Dh,39,2.495,0.866,4.238,1.695
R,R,R,R,,4480,S19,Cassin's Kingbird,Central Mixed Grass Prairie,Dh,1,-18.457,-37.274,1.07,0
Y,,Y,Y,1,4480,S32,Cassin's Kingbird,Coastal California,Dh,25,4.683,1.77,8.304,0.482
R,Y,R,Y,,4480,S33,Cassin's Kingbird,Sonoran and Mojave Deserts,Dh,12,-1.251,-8.083,4.227,0.546
,,,,,4480,S34,Cassin's Kingbird,Sierra Madre Occidental,Dh,30,-1.155,-2.556,0.59,23.825
,,,,,4480,S35,Cassin's Kingbird,Chihuahuan Desert,Dh,38,-0.154,-1.626,1.428,6.177
,,,,2,4480,ARI,Cassin's Kingbird,Arizona,Dh,47,-2.384,-3.55,-1.239,6.315
Y,,,Y,1,4480,CAL,Cassin's Kingbird,California,Dh,30,4.149,1.476,7.473,0.349
Y,,,Y,1,4480,COL,Cassin's Kingbird,Colorado,Dh,37,3.594,0.951,6.599,0.919
R,R,R,R,,4480,KAN,Cassin's Kingbird,Kansas,Dh,1,-18.457,-37.274,1.07,0
R,R,Y,Y,,4480,MON,Cassin's Kingbird,Montana,Dh,3,0.065,-3.356,4.836,0.154
,,,,,4480,NM,Cassin's Kingbird,New Mexico,Dh,63,0.737,-0.392,1.861,18.319
,,,,,4480,TEX,Cassin's Kingbird,Texas,Dh,26,0.313,-1.76,3.143,2.713
Y,,Y,Y,1,4480,UT,Cassin's Kingbird,Utah,Dh,22,5.617,1.906,9.938,0.845
R,Y,R,Y,,4480,WYO,Cassin's Kingbird,Wyoming,Dh,13,3.167,-1.028,9.84,0.124
,,,,,4480,US,Cassin's Kingbird,United States,Dh,242,0.266,-0.53,1.101,4.874
,,,,,4480,SUR,Cassin's Kingbird,Survey-wide,Dh,242,0.266,-0.53,1.101,4.874
,,,,,4480,US1,Cassin's Kingbird,United States (core),Dh,242,0.266,-0.53,1.101,4.874
,,,,,4480,SU1,Cassin's Kingbird,Survey-wide (core),Dh,242,0.266,-0.53,1.101,4.874
R,R,Y,Y,,4451,S34,Thick-billed Kingbird,Sierra Madre Occidental,Dh,3,-0.005,-5.15,2.535,0.113
R,R,Y,Y,,4451,ARI,Thick-billed Kingbird,Arizona,Dh,3,-0.005,-5.15,2.535,0.113
R,R,Y,Y,,4451,US,Thick-billed Kingbird,United States,Dh,3,-0.005,-5.15,2.535,0.113
R,R,Y,Y,,4451,SUR,Thick-billed Kingbird,Survey-wide,Dh,3,-0.005,-5.15,2.535,0.113
R,R,Y,Y,,4451,US1,Thick-billed Kingbird,United States (core),Dh,3,-0.005,-5.15,2.535,0.113
R,R,Y,Y,,4451,SU1,Thick-billed Kingbird,Survey-wide (core),Dh,3,-0.005,-5.15,2.535,0.113
Y,,,Y,,4470,S05,Western Kingbird,Northern Pacific Rainforest,D,41,0.035,-1.04,1.218,0.401
Y,Y,Y,Y,2,4470,S06,Western Kingbird,Boreal Taiga Plains,D,10,-3.488,-6.526,-0.191,0.182
,,,,,4470,S09,Western Kingbird,Great Basin,D,207,-0.396,-0.945,0.19,6.742
Y,,,Y,,4470,S10,Western Kingbird,Northern Rockies,D,97,0.271,-0.714,1.231,0.64
,,,,2,4470,S11,Western Kingbird,Prairie Potholes,D,266,-2.546,-3.177,-1.909,9.304
R,R,R,Y,2,4470,S12,Western Kingbird,Boreal Hardwood Transition,D,4,-7.633,-13.944,-2.573,0.214
Y,,,Y,,4470,S15,Western Kingbird,Sierra Nevada,D,16,1.468,-0.981,4.198,0.366
,,,,,4470,S16,Western Kingbird,Southern Rockies/Colorado Plateau,D,155,0.901,-0.084,1.967,2.52
,,,,,4470,S17,Western Kingbird,Badlands and Prairies,D,106,-0.877,-1.871,0.175,12.991
,,,,,4470,S18,Western Kingbird,Shortgrass Prairie,D,127,0.331,-0.251,0.923,72.227
,,,,2,4470,S19,Western Kingbird,Central Mixed Grass Prairie,D,118,-1.194,-1.902,-0.463,17.267
,,,,,4470,S20,Western Kingbird,Edwards Plateau,D,18,0.68,-1.509,2.964,1.361
,,,,1,4470,S21,Western Kingbird,Oaks and Prairies,D,62,1.941,0.647,3.31,3.284
Y,,,Y,,4470,S22,Western Kingbird,Eastern Tallgrass Prairie,D,59,0.088,-1.244,1.456,0.373
R,R,R,R,,4470,S23,Western Kingbird,Prairie Hardwood Transition,D,3,-3.613,-8.916,1.139,0.008
R,Y,Y,R,,4470,S24,Western Kingbird,Central Hardwoods,D,5,0.59,-3.472,5.813,0.01
Y,Y,Y,Y,,4470,S25,Western Kingbird,West Gulf Coastal Plain/ouachitas,D,11,2.462,-1.31,7.582,0.154
,,,,2,4470,S32,Western Kingbird,Coastal California,D,88,-1.777,-2.456,-1.108,19.967
,,,,2,4470,S33,Western Kingbird,Sonoran and Mojave Deserts,D,72,-3.448,-4.717,-2.249,6.412
,,,,2,4470,S34,Western Kingbird,Sierra Madre Occidental,D,27,-4.589,-6,-3.146,4.578
,,,,,4470,S35,Western Kingbird,Chihuahuan Desert,D,46,-0.599,-1.503,0.335,17.736
,,,,,4470,S36,Western Kingbird,Tamaulipan Brushlands,D,23,1.984,-0.26,4.363,3.323
Y,Y,Y,Y,,4470,S37,Western Kingbird,Gulf Coastal Prairie,D,9,1.253,-2.133,4.992,0.323
,,,,1,4470,ALB,Western Kingbird,Alberta,D,71,1.284,0.112,2.466,2.799
,,,,2,4470,ARI,Western Kingbird,Arizona,D,68,-4.172,-5.281,-3.094,5.856
Y,,,Y,2,4470,BC,Western Kingbird,British Columbia,D,36,-1.536,-3.07,-0.154,0.386
,,,,2,4470,CAL,Western Kingbird,California,D,180,-1.566,-2.156,-0.997,10.741
,,,,2,4470,COL,Western Kingbird,Colorado,D,114,-0.735,-1.461,-0.002,30.63
R,Y,,R,,4470,IA,Western Kingbird,Iowa,D,9,-2.189,-4.71,0.468,0.058
,,,,,4470,IDA,Western Kingbird,Idaho,D,34,-0.767,-1.936,0.428,5.1
R,R,Y,R,,4470,ILL,Western Kingbird,Illinois,D,3,-0.273,-5.139,4.598,0.003
,,,,2,4470,KAN,Western Kingbird,Kansas,D,62,-1.116,-2.023,-0.179,27.848
,,,,2,4470,MAN,Western Kingbird,Manitoba,D,48,-5.675,-7.035,-4.287,1.46
Y,,Y,Y,2,4470,MIN,Western Kingbird,Minnesota,D,18,-8.989,-12.548,-5.738,0.167
R,,Y,R,,4470,MO,Western Kingbird,Missouri,D,17,3.364,-0.16,7.961,0.058
,,,,,4470,MON,Western Kingbird,Montana,D,72,0.357,-0.746,1.449,6.323
,,,,2,4470,ND,Western Kingbird,North Dakota,D,48,-3.331,-4.206,-2.386,27.426
,,,,,4470,NEB,Western Kingbird,Nebraska,D,66,0.264,-1.013,1.705,14.317
,,,,,4470,NEV,Western Kingbird,Nevada,D,34,0.194,-1.312,1.758,4.935
,,,,,4470,NM,Western Kingbird,New Mexico,D,69,0.523,-0.232,1.273,20.466
,,,,,4470,OKL,Western Kingbird,Oklahoma,D,51,-1.244,-2.48,0.008,7.168
,,,,,4470,ORE,Western Kingbird,Oregon,D,70,0.383,-0.491,1.325,2.593
,,,,,4470,SAS,Western Kingbird,Saskatchewan,D,65,0.832,-0.293,2.039,4.098
,,,,2,4470,SD,Western Kingbird,South Dakota,D,51,-2.985,-4.153,-1.808,12.952
,,,,,4470,TEX,Western Kingbird,Texas,D,186,0.912,-0.063,1.905,20.22
,,,,,4470,UT,Western Kingbird,Utah,D,78,0.222,-0.638,1.019,4.29
,,,,2,4470,WAS,Western Kingbird,Washington,D,56,-1.502,-2.532,-0.487,7.742
R,R,R,R,,4470,WIS,Western Kingbird,Wisconsin,D,1,-0.862,-7.389,3.184,0.002
,,,,,4470,WYO,Western Kingbird,Wyoming,D,63,-0.025,-1.457,1.319,4.563
,,,,,4470,CAN,Western Kingbird,Canada,D,220,-0.178,-1.008,0.724,1.897
,,,,2,4470,US,Western Kingbird,United States,D,1350,-0.803,-1.103,-0.48,11.587
,,,,2,4470,SUR,Western Kingbird,Survey-wide,D,1570,-0.765,-1.052,-0.457,9.57
,,,,,4470,CA1,Western Kingbird,Canada (core),D,220,-0.178,-1.008,0.724,1.897
,,,,2,4470,US1,Western Kingbird,United States (core),D,1350,-0.803,-1.103,-0.48,11.587
,,,,2,4470,SU1,Western Kingbird,Survey-wide (core),D,1570,-0.765,-1.052,-0.457,9.57
R,Y,Y,R,2,4440,S05,Eastern Kingbird,Northern Pacific Rainforest,Dh,10,-3.952,-8.194,-0.149,0.015
Y,,,Y,2,4440,S06,Eastern Kingbird,Boreal Taiga Plains,Dh,81,-1.51,-2.631,-0.33,0.224
R,,,R,,4440,S08,Eastern Kingbird,Boreal Softwood Shield,Dh,30,-1.349,-3.095,0.384,0.066
Y,,,Y,,4440,S09,Eastern Kingbird,Great Basin,Dh,101,-0.741,-1.597,0.13,0.644
Y,,,Y,1,4440,S10,Eastern Kingbird,Northern Rockies,Dh,143,1.773,0.959,2.615,0.592
,,,,2,4440,S11,Eastern Kingbird,Prairie Potholes,Dh,319,-0.97,-1.341,-0.6,10.301
,,,,2,4440,S12,Eastern Kingbird,Boreal Hardwood Transition,Dh,211,-2.813,-3.392,-2.209,1.269
,,,,2,4440,S13,Eastern Kingbird,Lower Great Lakes/St. Lawrence Plain,Dh,170,-2.53,-3.003,-2.088,5.419
Y,,,Y,2,4440,S14,Eastern Kingbird,Atlantic Northern Forest,Dh,209,-3.092,-3.735,-2.44,0.828
R,,,R,,4440,S16,Eastern Kingbird,Southern Rockies/Colorado Plateau,Dh,23,-1.836,-3.927,0.02,0.033
,,,,2,4440,S17,Eastern Kingbird,Badlands and Prairies,Dh,107,-0.89,-1.58,-0.195,9.951
Y,,,Y,2,4440,S18,Eastern Kingbird,Shortgrass Prairie,Dh,90,-1.736,-2.965,-0.232,0.847
,,,,2,4440,S19,Eastern Kingbird,Central Mixed Grass Prairie,Dh,108,-1.182,-1.767,-0.616,12.315
R,Y,Y,R,,4440,S20,Eastern Kingbird,Edwards Plateau,Dh,8,-0.683,-3.997,2.105,0.062
,,,,2,4440,S21,Eastern Kingbird,Oaks and Prairies,Dh,59,-2.257,-3.425,-1.048,1.061
,,,,2,4440,S22,Eastern Kingbird,Eastern Tallgrass Prairie,Dh,259,-1.695,-2.15,-1.231,6.758
,,,,2,4440,S23,Eastern Kingbird,Prairie Hardwood Transition,Dh,141,-1.05,-1.578,-0.51,3.158
,,,,2,4440,S24,Eastern Kingbird,Central Hardwoods,Dh,145,-1.667,-2.122,-1.228,6.643
,,,,2,4440,S25,Eastern Kingbird,West Gulf Coastal Plain/ouachitas,Dh,88,-2.761,-3.56,-1.982,4.481
,,,,,4440,S26,Eastern Kingbird,Mississippi Alluvial Valley,Dh,51,-0.929,-1.966,0.104,2
,,,,2,4440,S27,Eastern Kingbird,Southeastern Coastal Plain,Dh,281,-1.186,-1.558,-0.815,6.385
,,,,2,4440,S28,Eastern Kingbird,Appalachian Mountains,Dh,295,-0.931,-1.337,-0.529,2.302
,,,,2,4440,S29,Eastern Kingbird,Piedmont,Dh,149,-2.072,-2.644,-1.503,3.707
,,,,2,4440,S30,Eastern Kingbird,New England/mid-Atlantic Coast,Dh,129,-2.74,-3.356,-2.151,2.739
Y,,,Y,2,4440,S31,Eastern Kingbird,Peninsular Florida,Dh,33,-5.062,-7.41,-2.827,0.209
R,Y,R,R,2,4440,S36,Eastern Kingbird,Tamaulipan Brushlands,Dh,10,-9.951,-17.968,-3.903,0.08
,,,,2,4440,S37,Eastern Kingbird,Gulf Coastal Prairie,Dh,34,-4.743,-6.463,-2.977,4.199
,,,,2,4440,ALA,Eastern Kingbird,Alabama,Dh,99,-2.134,-2.703,-1.561,5.932
,,,,,4440,ALB,Eastern Kingbird,Alberta,Dh,140,0.049,-0.724,0.828,1.173
,,,,2,4440,ARK,Eastern Kingbird,Arkansas,Dh,49,-2.015,-2.963,-1.099,4.167
Y,,,Y,,4440,BC,Eastern Kingbird,British Columbia,Dh,55,0.522,-0.787,1.932,0.355
R,R,Y,R,,4440,CAL,Eastern Kingbird,California,Dh,3,-1.125,-6.853,2.462,0.01
Y,,,Y,2,4440,COL,Eastern Kingbird,Colorado,Dh,62,-3.62,-5.248,-2.067,0.401
,,,,,4440,CON,Eastern Kingbird,Connecticut,Dh,17,-1.214,-2.77,0.417,2.31
,,,,,4440,DEL,Eastern Kingbird,Delaware,Dh,14,-0.277,-1.69,1.225,3.152
,,,,2,4440,FLA,Eastern Kingbird,Florida,Dh,69,-1.51,-2.571,-0.395,1.514
,,,,2,4440,GA,Eastern Kingbird,Georgia,Dh,102,-1.418,-2.034,-0.819,5.667
,,,,,4440,IA,Eastern Kingbird,Iowa,Dh,37,-0.902,-1.788,0.038,7.225
Y,,,Y,,4440,IDA,Eastern Kingbird,Idaho,Dh,31,-0.508,-1.925,0.985,0.449
,,,,,4440,ILL,Eastern Kingbird,Illinois,Dh,104,-0.241,-0.866,0.4,4.58
,,,,,4440,IND,Eastern Kingbird,Indiana,Dh,63,0.058,-0.742,0.846,3.941
,,,,2,4440,KAN,Eastern Kingbird,Kansas,Dh,65,-1.939,-2.698,-1.183,12.737
,,,,2,4440,KY,Eastern Kingbird,Kentucky,Dh,46,-1.398,-2.141,-0.69,5.362
,,,,2,4440,LA,Eastern Kingbird,Louisiana,Dh,76,-2.588,-3.619,-1.511,4.88
,,,,2,4440,MAN,Eastern Kingbird,Manitoba,Dh,70,-1.795,-2.571,-1.04,1.769
,,,,2,4440,MAS,Eastern Kingbird,Massachusetts,Dh,28,-3.501,-4.718,-2.279,3.249
,,,,2,4440,MD,Eastern Kingbird,Maryland,Dh,67,-1.343,-2.039,-0.667,3.149
Y,,,Y,2,4440,ME,Eastern Kingbird,Maine,Dh,57,-3.541,-4.985,-2.106,0.806
,,,,2,4440,MIC,Eastern Kingbird,Michigan,Dh,84,-1.698,-2.474,-0.917,3.093
,,,,2,4440,MIN,Eastern Kingbird,Minnesota,Dh,82,-1.08,-1.985,-0.13,2.704
,,,,,4440,MIS,Eastern Kingbird,Mississippi,Dh,45,-0.9,-1.865,0.063,5.479
,,,,2,4440,MO,Eastern Kingbird,Missouri,Dh,86,-1.977,-2.649,-1.31,8.76
,,,,,4440,MON,Eastern Kingbird,Montana,Dh,94,0.051,-0.676,0.82,5.975
Y,,,Y,2,4440,NB,Eastern Kingbird,New Brunswick,Dh,26,-4.485,-6.833,-2.065,0.279
,,,,,4440,NC,Eastern Kingbird,North Carolina,Dh,84,-0.237,-0.943,0.428,5.334
,,,,2,4440,ND,Eastern Kingbird,North Dakota,Dh,49,-1.865,-2.52,-1.228,18.804
,,,,2,4440,NEB,Eastern Kingbird,Nebraska,Dh,69,-0.85,-1.511,-0.165,16.796
R,R,R,R,,4440,NF,Eastern Kingbird,Newfoundland,Dh,3,-3.065,-9.952,0.717,0.017
,,,,2,4440,NH,Eastern Kingbird,New Hampshire,Dh,24,-4.028,-5.12,-2.917,2.787
,,,,2,4440,NJ,Eastern Kingbird,New Jersey,Dh,34,-1.771,-2.886,-0.638,2.83
R,Y,,R,,4440,NM,Eastern Kingbird,New Mexico,Dh,5,-1.25,-4.352,1.31,0.044
Y,,,Y,2,4440,NS,Eastern Kingbird,Nova Scotia,Dh,22,-5.358,-8.11,-2.676,0.113
R,R,Y,R,,4440,NWT,Eastern Kingbird,Northwest Territories,Dh,4,-1.514,-6.039,1.519,0.051
,,,,2,4440,NY,Eastern Kingbird,New York,Dh,115,-1.534,-2.131,-0.93,3.296
,,,,,4440,OHI,Eastern Kingbird,Ohio,Dh,66,-0.442,-1.258,0.412,1.466
,,,,2,4440,OKL,Eastern Kingbird,Oklahoma,Dh,52,-3.282,-4.212,-2.345,3.575
,,,,2,4440,ONT,Eastern Kingbird,Ontario,Dh,142,-2.711,-3.289,-2.153,1.123
Y,,,Y,,4440,ORE,Eastern Kingbird,Oregon,Dh,28,1.372,-0.171,3.171,0.213
,,,,2,4440,PA,Eastern Kingbird,Pennsylvania,Dh,106,-0.586,-1.208,-0.003,1.586
R,R,Y,Y,2,4440,PEI,Eastern Kingbird,Prince Edward Island,Dh,4,-3.407,-8.614,-0.069,0.557
Y,,,Y,2,4440,QUE,Eastern Kingbird,Quebec,Dh,96,-2.806,-3.666,-1.908,0.417
R,R,Y,,,4440,RI,Eastern Kingbird,Rhode Island,Dh,4,-1.347,-4.814,1.288,1.932
,,,,,4440,SAS,Eastern Kingbird,Saskatchewan,Dh,83,0.103,-0.691,0.869,4.995
,,,,2,4440,SC,Eastern Kingbird,South Carolina,Dh,42,-2.681,-3.708,-1.687,6.847
,,,,2,4440,SD,Eastern Kingbird,South Dakota,Dh,48,-1.332,-2.118,-0.533,14.62
,,,,2,4440,TEN,Eastern Kingbird,Tennessee,Dh,44,-0.954,-1.706,-0.25,4.789
Y,,,Y,2,4440,TEX,Eastern Kingbird,Texas,Dh,129,-3.632,-4.578,-2.688,0.889
R,,Y,R,,4440,UT,Eastern Kingbird,Utah,Dh,14,2.703,-0.213,6.389,0.036
,,,,,4440,VA,Eastern Kingbird,Virginia,Dh,54,-0.834,-1.712,0.109,2.775
,,,,2,4440,VT,Eastern Kingbird,Vermont,Dh,25,-3.554,-4.897,-2.226,3.703
,,,,,4440,WAS,Eastern Kingbird,Washington,Dh,50,-0.694,-1.755,0.37,1.082
,,,,2,4440,WIS,Eastern Kingbird,Wisconsin,Dh,94,-2.223,-2.878,-1.57,2.937
,,,,,4440,WV,Eastern Kingbird,West Virginia,Dh,50,-0.96,-2.019,0.101,1.161
,,,,2,4440,WYO,Eastern Kingbird,Wyoming,Dh,73,-1.476,-2.479,-0.41,1.009
,,,,2,4440,CAN,Eastern Kingbird,Canada,Dh,645,-0.739,-1.158,-0.321,1.123
,,,,2,4440,US,Eastern Kingbird,United States,Dh,2639,-1.425,-1.607,-1.246,4.575
,,,,2,4440,SUR,Eastern Kingbird,Survey-wide,Dh,3284,-1.297,-1.468,-1.131,3.141
,,,,2,4440,CA1,Eastern Kingbird,Canada (core),Dh,638,-0.733,-1.154,-0.317,1.306
,,,,2,4440,US1,Eastern Kingbird,United States (core),Dh,2639,-1.425,-1.607,-1.246,4.575
,,,,2,4440,SU1,Eastern Kingbird,Survey-wide (core),Dh,3277,-1.296,-1.467,-1.131,3.34
Y,Y,,Y,,4450,S27,Gray Kingbird,Southeastern Coastal Plain,Dh,9,-0.307,-3.924,1.551,0.131
Y,Y,,Y,,4450,S31,Gray Kingbird,Peninsular Florida,Dh,13,0.017,-2.415,2.467,0.773
R,R,Y,R,,4450,ALA,Gray Kingbird,Alabama,Dh,3,-0.041,-4.658,2.676,0.076
Y,,,Y,,4450,FLA,Gray Kingbird,Florida,Dh,19,-0.001,-2.345,2.007,0.578
Y,,,Y,,4450,US,Gray Kingbird,United States,Dh,22,-0.002,-2.258,1.853,0.4
Y,,,Y,,4450,SUR,Gray Kingbird,Survey-wide,Dh,22,-0.002,-2.258,1.853,0.4
Y,,,Y,,4450,US1,Gray Kingbird,United States (core),Dh,22,-0.002,-2.258,1.853,0.4
Y,,,Y,,4450,SU1,Gray Kingbird,Survey-wide (core),Dh,22,-0.002,-2.258,1.853,0.4
,,,,,4430,S18,Scissor-tailed Flycatcher,Shortgrass Prairie,Dh,50,-1.037,-2.257,0.184,5.47
,,,,,4430,S19,Scissor-tailed Flycatcher,Central Mixed Grass Prairie,Dh,75,0.326,-0.428,1.087,18.007
,,,,2,4430,S20,Scissor-tailed Flycatcher,Edwards Plateau,Dh,18,-2.264,-3.419,-1.132,18.383
,,,,2,4430,S21,Scissor-tailed Flycatcher,Oaks and Prairies,Dh,66,-1.928,-2.464,-1.41,33.901
,,,,,4430,S22,Scissor-tailed Flycatcher,Eastern Tallgrass Prairie,Dh,39,-0.194,-1.005,0.606,4.929
,,,,1,4430,S24,Scissor-tailed Flycatcher,Central Hardwoods,Dh,39,5.248,3.494,7.014,1.799
,,,,,4430,S25,Scissor-tailed Flycatcher,West Gulf Coastal Plain/ouachitas,Dh,71,-0.607,-1.539,0.481,5.85
Y,,,Y,1,4430,S26,Scissor-tailed Flycatcher,Mississippi Alluvial Valley,Dh,15,5.734,3.073,8.816,0.528
Y,,,Y,,4430,S35,Scissor-tailed Flycatcher,Chihuahuan Desert,Dh,18,0.746,-0.936,2.619,0.658
,,,,2,4430,S36,Scissor-tailed Flycatcher,Tamaulipan Brushlands,Dh,26,-1.828,-2.967,-0.712,48.997
,,,,2,4430,S37,Scissor-tailed Flycatcher,Gulf Coastal Prairie,Dh,27,-3.609,-4.779,-2.464,11.684
,,,,1,4430,ARK,Scissor-tailed Flycatcher,Arkansas,Dh,47,3.438,2.122,4.837,2.152
,,,,,4430,KAN,Scissor-tailed Flycatcher,Kansas,Dh,53,0.795,-0.199,1.82,2.277
Y,,,Y,,4430,LA,Scissor-tailed Flycatcher,Louisiana,Dh,26,0.601,-1.162,2.35,0.421
Y,,,Y,1,4430,MO,Scissor-tailed Flycatcher,Missouri,Dh,38,3.203,1.725,4.743,0.473
R,R,Y,R,,4430,NEB,Scissor-tailed Flycatcher,Nebraska,Dh,3,0.276,-3.819,4.441,0.007
Y,,,Y,1,4430,NM,Scissor-tailed Flycatcher,New Mexico,Dh,15,2.889,1.088,5.024,0.556
,,,,,4430,OKL,Scissor-tailed Flycatcher,Oklahoma,Dh,55,0.598,-0.029,1.247,27.689
,,,,2,4430,TEX,Scissor-tailed Flycatcher,Texas,Dh,207,-1.695,-2.126,-1.251,24.471
,,,,2,4430,US,Scissor-tailed Flycatcher,United States,Dh,444,-1.086,-1.442,-0.721,13.12
,,,,2,4430,SUR,Scissor-tailed Flycatcher,Survey-wide,Dh,444,-1.086,-1.442,-0.721,13.12
,,,,2,4430,US1,Scissor-tailed Flycatcher,United States (core),Dh,444,-1.086,-1.442,-0.721,13.12
,,,,2,4430,SU1,Scissor-tailed Flycatcher,Survey-wide (core),Dh,444,-1.086,-1.442,-0.721,13.12
,,,,2,4590,S04,Olive-sided Flycatcher,Northwestern Interior Forest,Dh,93,-2.168,-3.283,-1.045,3.078
,,,,2,4590,S05,Olive-sided Flycatcher,Northern Pacific Rainforest,Dh,159,-0.854,-1.676,-0.008,2.109
Y,,,Y,,4590,S06,Olive-sided Flycatcher,Boreal Taiga Plains,Dh,84,-2.089,-4.509,0.285,0.552
Y,,,Y,,4590,S08,Olive-sided Flycatcher,Boreal Softwood Shield,Dh,88,-1.896,-3.82,0.055,0.677
Y,,,Y,,4590,S09,Olive-sided Flycatcher,Great Basin,Dh,92,0.709,-0.311,1.782,0.6
,,,,2,4590,S10,Olive-sided Flycatcher,Northern Rockies,Dh,162,-2.332,-3.287,-1.379,1.342
R,,,R,,4590,S11,Olive-sided Flycatcher,Prairie Potholes,Dh,18,-0.496,-3.142,2.06,0.024
Y,,,Y,2,4590,S12,Olive-sided Flycatcher,Boreal Hardwood Transition,Dh,173,-4.089,-5.408,-2.833,0.262
R,Y,,R,,4590,S13,Olive-sided Flycatcher,Lower Great Lakes/St. Lawrence Plain,Dh,11,-0.581,-3.285,2.258,0.018
Y,,,Y,2,4590,S14,Olive-sided Flycatcher,Atlantic Northern Forest,Dh,176,-3.906,-4.945,-2.822,0.454
,,,,2,4590,S15,Olive-sided Flycatcher,Sierra Nevada,Dh,35,-2.049,-3.318,-0.781,6.54
Y,,,Y,2,4590,S16,Olive-sided Flycatcher,Southern Rockies/Colorado Plateau,Dh,111,-1.837,-2.83,-0.839,0.457
R,R,Y,R,,4590,S17,Olive-sided Flycatcher,Badlands and Prairies,Dh,2,-0.832,-6.027,3.728,0.009
R,Y,Y,R,,4590,S23,Olive-sided Flycatcher,Prairie Hardwood Transition,Dh,11,0.048,-2.961,3.256,0.013
R,R,Y,R,,4590,S28,Olive-sided Flycatcher,Appalachian Mountains,Dh,1,-0.762,-5.548,3.669,0.003
R,R,Y,R,,4590,S30,Olive-sided Flycatcher,New England/mid-Atlantic Coast,Dh,0,-0.998,-6.219,3.511,0.043
Y,,,Y,2,4590,S32,Olive-sided Flycatcher,Coastal California,Dh,44,-2.265,-3.773,-0.766,0.468
R,R,Y,R,,4590,S33,Olive-sided Flycatcher,Sonoran and Mojave Deserts,Dh,3,-1.93,-6.188,2.295,0.022
Y,Y,,Y,,4590,S34,Olive-sided Flycatcher,Sierra Madre Occidental,Dh,13,-1.054,-3.834,1.59,0.385
,,,,,4590,AK,Olive-sided Flycatcher,Alaska,Dh,65,-1.278,-2.632,0.059,3.001
Y,,,Y,2,4590,ALB,Olive-sided Flycatcher,Alberta,Dh,67,-4.346,-6.268,-2.522,0.232
Y,Y,,Y,,4590,ARI,Olive-sided Flycatcher,Arizona,Dh,12,-0.847,-3.575,1.8,0.248
,,,,2,4590,BC,Olive-sided Flycatcher,British Columbia,Dh,125,-2.139,-3.225,-1.084,1.686
,,,,2,4590,CAL,Olive-sided Flycatcher,California,Dh,123,-1.175,-2.155,-0.206,1.643
,,,,2,4590,COL,Olive-sided Flycatcher,Colorado,Dh,67,-1.346,-2.536,-0.131,1.115
Y,,,Y,2,4590,IDA,Olive-sided Flycatcher,Idaho,Dh,25,-1.928,-3.577,-0.263,0.866
,,,,2,4590,MAN,Olive-sided Flycatcher,Manitoba,Dh,33,-4.373,-7.007,-1.838,1.3
R,R,Y,R,,4590,MAS,Olive-sided Flycatcher,Massachusetts,Dh,3,-0.662,-5.393,4.345,0.037
Y,,,Y,2,4590,ME,Olive-sided Flycatcher,Maine,Dh,46,-4.855,-7.499,-2.436,0.305
R,,Y,R,2,4590,MIC,Olive-sided Flycatcher,Michigan,Dh,18,-4.851,-8.109,-1.791,0.079
Y,,,Y,2,4590,MIN,Olive-sided Flycatcher,Minnesota,Dh,33,-3.496,-5.309,-1.639,0.153
Y,,,Y,,4590,MON,Olive-sided Flycatcher,Montana,Dh,29,-0.388,-2.129,1.43,0.702
Y,,,Y,2,4590,NB,Olive-sided Flycatcher,New Brunswick,Dh,35,-5.015,-7.025,-2.765,0.457
